iter	Passed	Remaining
1079	3807	3243
1080	3810	3239
1081	3813	3235
1082	3816	3231
1083	3819	3227
1084	3822	3223
1085	3825	3219
1086	3829	3216
1087	3832	3212
1088	3835	3208
1089	3838	3204
1090	3841	3200
1091	3844	3196
1092	3848	3193
1093	3851	3189
1094	3854	3185
1095	3857	3181
1096	3861	3178
1097	3863	3174
1098	3866	3170
1099	3870	3166
1100	3873	3162
1101	3876	3158
1102	3879	3154
1103	3882	3150
1104	3885	3146
1105	3888	3143
1106	3891	3139
1107	3894	3135
1108	3897	3131
1109	3900	3127
1110	3904	3123
1111	3907	3120
1112	3910	3116
1113	3913	3112
1114	3916	3108
1115	3919	3104
1116	3922	3100
1117	3925	3096
1118	3928	3093
1119	3931	3089
1120	3934	3085
1121	3937	3081
1122	3940	3077
1123	3944	3073
1124	3946	3069
1125	3949	3065
1126	3952	3061
1127	3956	3058
1128	3958	3054
1129	3962	3050
1130	3965	3046
1131	3968	3042
1132	3971	3038
1133	3974	3035
1134	3977	3031
1135	3980	3027
1136	3983	3023
1137	3986	3019
1138	3989	3015
1139	3992	3011
1140	3997	3009
1141	4000	3005
1142	4003	3001
1143	4006	2997
1144	4009	2994
1145	4013	2990
1146	4015	2986
1147	4018	2982
1148	4021	2978
1149	4025	2975
1150	4028	2971
1151	4031	2967
1152	4034	2963
1153	4036	2959
1154	4040	2955
1155	4043	2952
1156	4046	2948
1157	4049	2944
1158	4052	2940
1159	4055	2936
1160	4058	2932
1161	4061	2929
1162	4064	2925
1163	4068	2921
1164	4071	2917
1165	4074	2914
1166	4077	2910
1167	4080	2906
1168	4083	2902
1169	4086	2899
1170	4089	2895
1171	4092	2891
1172	4095	2887
1173	4099	2884
1174	4102	2880
1175	4105	2876
1176	4108	2872
1177	4111	2869
1178	4114	2865
1179	4117	2861
1180	4120	2857
1181	4123	2853
1182	4127	2850
1183	4130	2846
1184	4133	2842
1185	4136	2839
1186	4139	2835
1187	4142	2831
1188	4145	2827
1189	4148	2824
1190	4151	2820
1191	4154	2816
1192	4158	2812
1193	4161	2809
1194	4164	2805
1195	4167	2801
1196	4170	2797
1197	4173	2794
1198	4176	2790
1199	4179	2786
1200	4183	2782
1201	4186	2779
1202	4189	2775
1203	4192	2771
1204	4195	2768
1205	4198	2764
1206	4202	2760
1207	4205	2757
1208	4207	2753
1209	4210	2749
1210	4214	2745
1211	4217	2741
1212	4220	2738
1213	4223	2734
1214	4226	2730
1215	4229	2726
1216	4232	2723
1217	4235	2719
1218	4238	2715
1219	4242	2712
1220	4244	2708
1221	4247	2704
1222	4250	2700
1223	4254	2697
1224	4256	2693
1225	4260	2689
1226	4263	2685
1227	4266	2682
1228	4269	2678
1229	4273	2674
1230	4276	2671
1231	4279	2667
1232	4282	2663
1233	4285	2660
1234	4288	2656
1235	4291	2652
1236	4294	2648
1237	4297	2645
1238	4300	2641
1239	4303	2637
1240	4306	2634
1241	4310	2630
1242	4314	2627
1243	4317	2623
1244	4321	2620
1245	4324	2616
1246	4327	2613
1247	4330	2609
1248	4333	2605
1249	4336	2602
1250	4339	2598
1251	4342	2594
1252	4345	2590
1253	4348	2587
1254	4351	2583
1255	4354	2579
1256	4357	2575
1257	4360	2572
1258	4363	2568
1259	4366	2564
1260	4370	2561
1261	4373	2557
1262	4376	2553
1263	4379	2550
1264	4382	2546
1265	4385	2542
1266	4388	2539
1267	4391	2535
1268	4394	2531
1269	4398	2528
1270	4401	2524
1271	4404	2520
1272	4406	2516
1273	4409	2513
1274	4413	2509
1275	4416	2505
1276	4419	2502
1277	4422	2498
1278	4425	2494
1279	4428	2491
1280	4431	2487
1281	4434	2483
1282	4437	2479
1283	4440	2476
1284	4444	2472
1285	4447	2469
1286	4450	2465
1287	4453	2461
1288	4456	2458
1289	4459	2454
1290	4462	2450
1291	4465	2447
1292	4469	2443
1293	4472	2439
1294	4475	2436
1295	4478	2432
1296	4481	2429
1297	4484	2425
1298	4487	2421
1299	4490	2418
1300	4494	2414
1301	4497	2410
1302	4500	2407
1303	4503	2403
1304	4506	2399
1305	4509	2396
1306	4512	2392
1307	4515	2388
1308	4518	2385
1309	4521	2381
1310	4524	2377
1311	4527	2374
1312	4530	2370
1313	4534	2367
1314	4537	2363
1315	4540	2359
1316	4543	2356
1317	4546	2352
1318	4549	2348
1319	4552	2345
1320	4555	2341
1321	4559	2338
1322	4561	2334
1323	4565	2330
1324	4568	2327
1325	4571	2323
1326	4574	2319
1327	4577	2316
1328	4580	2312
1329	4583	2308
1330	4586	2305
1331	4589	2301
1332	4592	2298
1333	4595	2294
1334	4598	2290
1335	4601	2287
1336	4605	2283
1337	4608	2279
1338	4611	2276
1339	4614	2272
1340	4617	2268
1341	4620	2265
1342	4623	2261
1343	4626	2258
1344	4629	2254
1345	4633	2251
1346	4636	2247
1347	4639	2244
1348	4642	2240
1349	4645	2236
1350	4649	2233
1351	4652	2229
1352	4655	2226
1353	4658	2222
1354	4661	2218
1355	4681	2223
1356	4684	2219
1357	4687	2216
1358	4690	2212
1359	4693	2208
1360	4697	2205
1361	4700	2201
1362	4703	2198
1363	4706	2194
1364	4709	2190
1365	4712	2187
1366	4715	2183
1367	4718	2179
1368	4721	2176
1369	4724	2172
1370	4728	2169
1371	4731	2165
1372	4734	2161
1373	4737	2158
1374	4740	2154
1375	4743	2151
1376	4746	2147
1377	4749	2143
1378	4752	2140
1379	4755	2136
1380	4758	2132
1381	4761	2129
1382	4764	2125
1383	4768	2122
1384	4771	2118
1385	4773	2114
1386	4777	2111
1387	4780	2107
1388	4783	2104
1389	4786	2100
1390	4789	2096
1391	4792	2093
1392	4795	2089
1393	4799	2086
1394	4802	2082
1395	4805	2079
1396	4808	2075
1397	4811	2071
1398	4814	2068
1399	4817	2064
1400	4820	2061
1401	4823	2057
1402	4826	2053
1403	4829	2050
1404	4833	2046
1405	4836	2043
1406	4839	2039
1407	4842	2036
1408	4846	2032
1409	4849	2029
1410	4852	2025
1411	4856	2022
1412	4859	2018
1413	4863	2015
1414	4866	2011
1415	4869	2008
1416	4872	2004
1417	4877	2001
1418	4880	1998
1419	4883	1994
1420	4886	1991
1421	4889	1987
1422	4893	1984
1423	4896	1980
1424	4899	1977
1425	4902	1973
1426	4906	1970
1427	4909	1966
1428	4912	1963
1429	4915	1959
1430	4918	1955
1431	4922	1952
1432	4925	1949
1433	4929	1945
1434	4932	1941
1435	4935	1938
1436	4938	1935
1437	4942	1931
1438	4945	1927
1439	4948	1924
1440	4952	1921
1441	4955	1917
1442	4958	1914
1443	4961	1910
1444	4965	1907
1445	4968	1903
1446	4972	1900
1447	4975	1896
1448	4978	1893
1449	4981	1889
1450	4984	1886
1451	4987	1882
1452	4991	1879
1453	4994	1875
1454	4998	1872
1455	5001	1868
1456	5004	1865
1457	5008	1861
1458	5011	1858
1459	5014	1854
1460	5017	1851
1461	5021	1847
1462	5024	1844
1463	5028	1840
1464	5031	1837
1465	5034	1833
1466	5038	1830
1467	5041	1826
1468	5046	1824
1469	5049	1820
1470	5053	1817
1471	5057	1813
1472	5060	1810
1473	5063	1807
1474	5067	1803
1475	5070	1800
1476	5073	1796
1477	5077	1793
1478	5080	1789
1479	5083	1786
1480	5086	1782
1481	5089	1779
1482	5092	1775
1483	5096	1771
1484	5099	1768
1485	5102	1764
1486	5105	1761
1487	5108	1757
1488	5112	1754
1489	5115	1750
1490	5118	1747
1491	5121	1743
1492	5124	1740
1493	5128	1736
1494	5131	1733
1495	5134	1729
1496	5138	1726
1497	5141	1722
1498	5144	1719
1499	5147	1715
1500	5151	1712
1501	5154	1708
1502	5157	1705
1503	5160	1701
1504	5164	1698
1505	5167	1695
1506	5170	1691
1507	5173	1687
1508	5176	1684
1509	5180	1681
1510	5183	1677
1511	5186	1673
1512	5189	1670
1513	5192	1666
1514	5195	1663
1515	5198	1659
1516	5202	1656
1517	5205	1652
1518	5208	1649
1519	5211	1645
1520	5214	1642
1521	5217	1638
1522	5221	1635
1523	5224	1631
1524	5227	1628
1525	5231	1624
1526	5234	1621
1527	5237	1617
1528	5240	1614
1529	5244	1610
1530	5247	1607
1531	5250	1603
1532	5253	1600
1533	5256	1596
1534	5260	1593
1535	5263	1589
1536	5266	1586
1537	5269	1582
1538	5273	1579
1539	5276	1576
1540	5279	1572
1541	5283	1569
1542	5286	1565
1543	5289	1562
1544	5292	1558
1545	5296	1555
1546	5299	1551
1547	5302	1548
1548	5306	1544
1549	5309	1541
1550	5312	1537
1551	5315	1534
1552	5318	1530
1553	5322	1527
1554	5325	1523
1555	5328	1520
1556	5331	1517
1557	5335	1513
1558	5338	1510
1559	5342	1506
1560	5345	1503
1561	5348	1499
1562	5351	1496
1563	5354	1492
1564	5358	1489
1565	5361	1485
1566	5364	1482
1567	5367	1478
1568	5370	1475
1569	5373	1471
1570	5376	1468
1571	5379	1464
1572	5383	1461
1573	5386	1457
1574	5389	1454
1575	5392	1450
1576	5395	1447
1577	5398	1443
1578	5402	1440
1579	5405	1436
1580	5408	1433
1581	5411	1429
1582	5414	1426
1583	5417	1422
1584	5421	1419
1585	5424	1415
1586	5427	1412
1587	5431	1409
1588	5434	1405
1589	5437	1402
1590	5441	1398
1591	5444	1395
1592	5447	1391
1593	5451	1388
1594	5454	1385
1595	5457	1381
1596	5460	1378
1597	5464	1374
1598	5467	1371
1599	5470	1367
1600	5474	1364
1601	5477	1360
1602	5480	1357
1603	5483	1353
1604	5487	1350
1605	5490	1346
1606	5492	1343
1607	5496	1339
1608	5499	1336
1609	5503	1333
1610	5506	1329
1611	5509	1326
1612	5512	1322
1613	5515	1319
1614	5518	1315
1615	5521	1312
1616	5525	1308
1617	5528	1305
1618	5531	1301
1619	5534	1298
1620	5537	1294
1621	5541	1291
1622	5544	1287
1623	5547	1284
1624	5550	1280
1625	5553	1277
1626	5557	1274
1627	5560	1270
1628	5564	1267
1629	5567	1263
1630	5570	1260
1631	5573	1256
1632	5576	1253
1633	5580	1249
1634	5583	1246
1635	5586	1242
1636	5589	1239
1637	5592	1236
1638	5596	1232
1639	5599	1229
1640	5602	1225
1641	5605	1222
1642	5609	1218
1643	5612	1215
1644	5615	1211
1645	5618	1208
1646	5621	1204
1647	5624	1201
1648	5627	1197
1649	5630	1194
1650	5633	1190
1651	5636	1187
1652	5640	1184
1653	5643	1180
1654	5646	1177
1655	5650	1173
1656	5652	1170
1657	5656	1166
1658	5659	1163
1659	5662	1159
1660	5665	1156
1661	5670	1153
1662	5675	1150
1663	5678	1146
1664	5681	1143
1665	5684	1139
1666	5688	1136
1667	5691	1132
1668	5694	1129
1669	5697	1125
1670	5700	1122
1671	5704	1119
1672	5708	1115
1673	5711	1112
1674	5714	1108
1675	5717	1105
1676	5721	1102
1677	5725	1098
1678	5728	1095
1679	5731	1091
1680	5734	1088
1681	5738	1084
1682	5741	1081
1683	5744	1078
1684	5748	1074
1685	5752	1071
1686	5770	1070
1687	5774	1067
1688	5778	1064
1689	5782	1060
1690	5789	1057
1691	5792	1054
1692	5795	1050
1693	5798	1047
1694	5804	1044
1695	5808	1041
1696	5811	1037
1697	5814	1034
